"","income","sex","age","eduyears","eastwest","socialclass_self","leftright"
"2931",NA,"FRAU",56,16,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2932",1500,"MANN",64,11,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2933",2000,"FRAU",42,18,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","8"
"2934",3300,"FRAU",32,23,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","8"
"2935",2400,"MANN",49,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"2936",1000,"FRAU",38,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2937",5000,"MANN",52,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2938",250,"FRAU",22,19,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2939",NA,"FRAU",46,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2940",1000,"FRAU",67,10,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"2941",450,"FRAU",44,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2942",2200,"MANN",70,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2943",640,"MANN",62,16,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2944",2500,"FRAU",64,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2945",2100,"MANN",24,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2946",800,"FRAU",50,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2947",1400,"FRAU",25,8,"ALTE BUNDESLAENDER","UNTERSCHICHT","4"
"2948",1900,"MANN",29,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"2949",4500,"MANN",68,14,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2950",750,"FRAU",64,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2951",1800,"MANN",48,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2952",NA,"MANN",57,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"2953",NA,"MANN",73,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2954",NA,"FRAU",64,16,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2955",1300,"FRAU",25,18,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2956",NA,"FRAU",85,9,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2957",150,"MANN",18,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2958",280,"FRAU",66,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"2959",NA,"MANN",76,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2960",2000,"FRAU",79,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2961",736,"FRAU",62,9,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"2962",1800,"MANN",84,7,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2963",1040,"FRAU",71,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2964",NA,"FRAU",30,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2965",400,"MANN",51,8,"NEUE BUNDESLAENDER","UNTERSCHICHT","8"
"2966",1009,"FRAU",64,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2967",NA,"MANN",60,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","9"
"2968",NA,"MANN",48,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2969",NA,"MANN",65,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2970",2400,"FRAU",48,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","8"
"2971",2500,"FRAU",76,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2972",1200,"FRAU",60,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"2973",3500,"MANN",50,14,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2974",512,"MANN",66,9,"ALTE BUNDESLAENDER","UNTERSCHICHT","3"
"2975",1200,"FRAU",65,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2976",800,"MANN",63,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","2"
"2977",NA,"FRAU",54,17,"NEUE BUNDESLAENDER",NA,"5"
"2978",1100,"MANN",34,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","2"
"2979",1500,"MANN",88,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"2980",1700,"MANN",40,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"2981",NA,"FRAU",73,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2982",450,"FRAU",53,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2983",1950,"MANN",26,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2984",3000,"MANN",61,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2985",3000,"MANN",88,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2986",1850,"MANN",65,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2987",380,"FRAU",30,13,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","8"
"2988",2000,"MANN",71,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"2989",2700,"MANN",60,13,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","2"
"2990",2500,"MANN",30,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2991",1500,"FRAU",64,16,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"2992",NA,"FRAU",75,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2993",600,"FRAU",80,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","1"
"2994",2800,"MANN",67,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2995",2500,"MANN",50,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2996",NA,"FRAU",51,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2997",1311,"FRAU",33,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2998",799,"FRAU",60,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2999",1000,"FRAU",66,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"3000",NA,"MANN",82,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3001",NA,"MANN",50,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"3002",NA,"FRAU",48,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"3003",280,"FRAU",36,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"3004",2400,"FRAU",57,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"3005",NA,"FRAU",46,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"3006",800,"MANN",18,12,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"3007",NA,"FRAU",67,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3008",1600,"FRAU",44,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"3009",1500,"MANN",53,12,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","2"
"3010",1375,"MANN",38,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","8"
"3011",1500,"MANN",29,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3012",1400,"MANN",60,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"3013",3500,"MANN",67,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3014",980,"MANN",61,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","7"
"3015",7300,"MANN",52,23,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"3016",NA,"FRAU",52,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"3017",1100,"MANN",67,14,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","1"
"3018",2300,"MANN",32,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"3019",840,"FRAU",33,16,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3020",950,"MANN",57,18,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"3021",570,"MANN",60,8,"ALTE BUNDESLAENDER","UNTERSCHICHT",NA
"3022",1300,"MANN",78,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"3023",630,"FRAU",79,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","7"
"3024",1000,"FRAU",49,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3025",2000,"MANN",53,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"3026",990,"MANN",63,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"3027",2100,"MANN",51,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"3028",1750,"FRAU",32,19,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"3029",NA,"MANN",55,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"3030",3000,"MANN",48,10,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"3031",1340,"MANN",47,24,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"3032",500,"FRAU",78,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"3033",900,"FRAU",46,20,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","2"
"3034",2000,"MANN",57,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3035",700,"FRAU",34,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"3036",500,"MANN",23,13,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"3037",400,"FRAU",22,15,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3038",450,"FRAU",40,18,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"3039",100,"FRAU",19,11,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3040",3000,"MANN",49,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3041",1450,"FRAU",53,12,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","1"
"3042",680,"MANN",67,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3043",1600,"MANN",56,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","7"
"3044",NA,"FRAU",46,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3045",NA,"MANN",18,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3046",NA,"MANN",68,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","9"
"3047",NA,"FRAU",67,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","1"
"3048",1800,"MANN",62,11,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"3049",2000,"MANN",52,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"3050",4000,"MANN",64,15,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"3051",NA,"MANN",34,15,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"3052",1600,"FRAU",33,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"3053",1000,"MANN",67,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"3054",1600,"MANN",37,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","8"
"3055",1600,"MANN",48,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"3056",2100,"MANN",25,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"3057",1800,"FRAU",42,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"3058",NA,"MANN",60,NA,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"3059",1200,"FRAU",44,NA,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"3060",800,"FRAU",32,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"3061",NA,"FRAU",51,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"3062",1400,"MANN",83,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"3063",700,"FRAU",84,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","1"
"3064",NA,"MANN",90,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3065",1800,"MANN",46,16,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"3066",3000,"FRAU",37,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"3067",1700,"FRAU",41,13,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"3068",NA,"MANN",20,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3069",3000,"MANN",50,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3070",NA,"MANN",55,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3071",800,"FRAU",77,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3072",1500,"MANN",23,14,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"3073",2400,"MANN",49,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"3074",NA,"MANN",34,6,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3075",1200,"FRAU",41,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"3076",400,"FRAU",72,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3077",1200,"MANN",71,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3078",1200,"MANN",64,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"3079",2000,"FRAU",48,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3080",4000,"MANN",67,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3081",2800,"MANN",29,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3082",2600,"MANN",29,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"3083",NA,"MANN",67,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"3084",3400,"FRAU",79,23,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"3085",1500,"FRAU",51,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","2"
"3086",5000,"MANN",68,11,"NEUE BUNDESLAENDER","MITTELSCHICHT","8"
"3087",200,"FRAU",23,14,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"3088",460,"MANN",40,9,"NEUE BUNDESLAENDER","UNTERSCHICHT","6"
"3089",NA,"MANN",19,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3090",800,"FRAU",60,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"3091",NA,"MANN",55,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"3092",NA,"FRAU",81,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3093",1000,"FRAU",42,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3094",1600,"MANN",52,NA,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"3095",1800,"MANN",23,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3096",1500,"FRAU",55,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"3097",NA,"FRAU",66,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"3098",556,"MANN",25,19,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"3099",1000,"FRAU",60,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"3100",2700,"MANN",67,20,"ALTE BUNDESLAENDER","OBERSCHICHT","3"
"3101",NA,"FRAU",75,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3102",NA,"FRAU",57,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3103",1500,"MANN",61,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3104",950,"FRAU",27,11,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3105",NA,"FRAU",60,16,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3106",2200,"MANN",66,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3107",2000,"FRAU",45,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"3108",NA,"MANN",43,11,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"3109",NA,"FRAU",30,19,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"3110",2000,"MANN",37,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3111",1300,"FRAU",43,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3112",799,"FRAU",69,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3113",1200,"MANN",48,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3114",1375,"FRAU",60,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","9"
"3115",901,"MANN",77,15,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","1"
"3116",2500,"FRAU",44,18,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"3117",NA,"FRAU",62,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"3118",NA,"FRAU",44,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"3119",2300,"FRAU",31,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3120",700,"MANN",52,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","8"
"3121",NA,"FRAU",74,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"3122",2700,"MANN",51,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"3123",330,"FRAU",32,9,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"3124",1650,"MANN",63,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"3125",1000,"MANN",53,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3126",1300,"MANN",22,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"3127",NA,"FRAU",49,12,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"3128",700,"FRAU",50,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"3129",1700,"FRAU",52,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3130",NA,"MANN",56,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3131",4000,"FRAU",54,15,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"3132",710,"FRAU",54,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","1"
"3133",NA,"MANN",49,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3134",NA,"MANN",70,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3135",1250,"MANN",50,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3136",NA,"MANN",81,18,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"3137",470,"FRAU",19,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"3138",NA,"FRAU",35,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"3139",1400,"MANN",76,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"3140",2000,"FRAU",61,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3141",NA,"FRAU",23,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3142",NA,"MANN",66,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3143",NA,"FRAU",69,17,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"3144",1450,"MANN",46,11,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3145",NA,"FRAU",34,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"3146",1500,"MANN",74,18,"NEUE BUNDESLAENDER","MITTELSCHICHT",NA
"3147",NA,"MANN",48,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3148",1500,"MANN",21,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"3149",NA,"MANN",79,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"3150",4000,"MANN",74,5,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"3151",NA,"FRAU",60,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3152",NA,"FRAU",56,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3153",1300,"FRAU",29,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3154",3000,"MANN",28,NA,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","2"
"3155",550,"FRAU",57,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3156",1200,"FRAU",57,12,"NEUE BUNDESLAENDER","UNTERSCHICHT","6"
"3157",NA,"FRAU",67,8,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"3158",NA,"FRAU",36,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3159",1200,"FRAU",20,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3160",1500,"MANN",67,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3161",800,"FRAU",42,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"3162",1300,"MANN",79,6,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3163",NA,"MANN",62,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"3164",1050,"MANN",74,11,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"3165",900,"FRAU",65,NA,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"3166",2500,"FRAU",60,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"3167",730,"MANN",22,10,"ALTE BUNDESLAENDER","UNTERSCHICHT","10"
"3168",1600,"FRAU",54,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3169",2400,"MANN",52,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"3170",1100,"FRAU",48,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3171",1400,"FRAU",64,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"3172",NA,"MANN",18,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"3173",NA,"MANN",75,18,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"3174",3200,"MANN",40,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"3175",NA,"FRAU",40,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"3176",NA,"MANN",20,13,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"3177",2300,"MANN",51,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"3178",NA,"MANN",83,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3179",2050,"MANN",23,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3180",550,"FRAU",67,14,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"3181",900,"FRAU",41,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","4"
"3182",1100,"FRAU",44,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"3183",NA,"FRAU",32,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3184",600,"FRAU",64,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3185",1800,"FRAU",55,10,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"3186",830,"FRAU",60,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3187",NA,"FRAU",77,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3188",NA,"MANN",32,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"3189",2600,"MANN",47,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"3190",1200,"FRAU",28,15,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"3191",1400,"FRAU",38,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","10"
"3192",3500,"MANN",49,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"3193",524,"FRAU",69,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"3194",2000,"FRAU",59,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"3195",2150,"FRAU",25,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"3196",1500,"MANN",26,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"3197",NA,"MANN",31,15,"ALTE BUNDESLAENDER",NA,NA
"3198",NA,"FRAU",57,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","1"
"3199",2400,"MANN",63,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3200",NA,"MANN",21,10,"ALTE BUNDESLAENDER","UNTERSCHICHT","5"
"3201",772,"FRAU",20,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3202",450,"FRAU",27,19,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"3203",NA,"MANN",49,16,"ALTE BUNDESLAENDER",NA,"7"
"3204",NA,"MANN",45,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"3205",300,"MANN",27,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3206",1200,"FRAU",71,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"3207",404,"FRAU",56,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"3208",1000,"FRAU",23,15,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"3209",1200,"FRAU",37,17,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"3210",NA,"FRAU",18,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"3211",NA,"MANN",31,14,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"3212",3300,"MANN",35,14,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"3213",3000,"MANN",37,16,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"3214",1275,"FRAU",66,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"3215",1800,"FRAU",24,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3216",5800,"MANN",60,16,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"3217",1500,"MANN",51,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3218",NA,"FRAU",48,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","1"
"3219",400,"FRAU",84,8,"ALTE BUNDESLAENDER","UNTERSCHICHT",NA
"3220",776,"FRAU",77,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","4"
"3221",3500,"MANN",62,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3222",550,"MANN",74,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"3223",700,"FRAU",19,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"3224",1300,"FRAU",55,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"3225",1300,"FRAU",56,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
